Sequence;Type;d_molpdf;d_dope_score;d_normalized_dope;d_GA341_score;d_zscore;d_maxsub;d_lgscore;d_Z-score_mammoth;d_TM-score_mammoth;d_RMSD_TMalign;d_TM-score_TMalign;molpdf_ref;dope_score_ref;normalized_dope_ref;GA341_score_ref;zscore_ref;maxsub_ref;lgscore_ref;Z-score_mammoth_ref;TM-score_mammoth_ref;RMSD_TMalign_ref;TM-score_TMalign_ref;molpdf_tneg;dope_score_tneg;normalized_dope_tneg;GA341_score_tneg;zscore_tneg;maxsub_tneg;lgscore_tneg;Z-score_mammoth_tneg;TM-score_mammoth_tneg;RMSD_TMalign_tneg;TM-score_TMalign_tneg
ERWI_YP_005818243_1_ref_blac;Ref;-6552,93;-8269,06;-1,48;0;-2,31;0,14;1,09;1,99;0,09;-1,39;0,08;10402,99;-47009,27;-1,4;1;-8,04;0,51;4,85;13,75;1;0,37;1;16955,92;-38740,21;0,08;1;-5,73;0,37;3,76;11,76;0,91;1,76;0,91
PDC_26_AEM44537_1_ref_blac;Ref;-7571,23;-6731,15;-1,2;0;-1,34;0;1,13;2,1;0,1;-1,56;0,09;11880,32;-47772,29;-1,6;1;-8,24;0,43;5,54;13,81;1;0,37;1;19451,56;-41041,14;-0,4;1;-6,9;0,43;4,41;11,7;0,9;1,93;0,91
QnrB6_EF520349_ref_qnr;Ref;1851,36;-8006,94;-2,51;0,87;-4,72;0,16;2,85;3,43;0,1;-1,32;0,08;7628,48;-26023,81;-1,28;1;-4,04;0,54;5,73;11,15;1;0,28;1;5777,12;-18016,87;1,23;0,13;0,68;0,38;2,88;7,72;0,9;1,6;0,92
QnrB46_JQ349154_ref_qnr;Ref;7447,45;-9179,13;-2,88;0,84;-4,13;0,27;3,54;2,87;0,01;-0,07;0,01;8550,44;-26209,26;-1,4;1;-4,52;0,49;5,66;11,15;1;0,29;1;1102,99;-17030,13;1,48;0,16;-0,39;0,22;2,12;8,28;0,99;0,36;0,99
CMY_18_AY743434_ref_blac;Ref;-6612,48;-9174,51;-1,7;0;-2,76;0,1;1,35;2,02;0,09;-1,72;0,08;13722,11;-47703,07;-1,63;1;-8,63;0,52;5,3;13,78;1;0,34;1;20334,59;-38528,56;0,06;1;-5,87;0,42;3,95;11,76;0,91;2,06;0,92
qnrB18_AM919399_ref_qnr;Ref;1597,51;-7651,28;-2,4;0,76;-5,09;0,18;3,31;3,54;0,12;-1,37;0,09;7572,36;-25918,1;-1,25;1;-4,1;0,57;5,93;11,15;1;0,26;1;5974,85;-18266,82;1,15;0,24;0,99;0,39;2,63;7,61;0,88;1,63;0,91
NDM_1_JQ080305_ref_blab1;Ref;-7368,47;-8472,81;-2,22;0,55;-4,33;0,29;2,43;4,19;0,29;-3,49;0,36;11032,02;-29660,15;-1,09;1;-7,75;0,52;5,06;11,87;1;0,28;1;18400,49;-21187,35;1,14;0,45;-3,42;0,24;2,63;7,68;0,7;3,77;0,63
Aph2_Ie_AY939911_ref_aph;Ref;-25741,43;-14502,62;-3,41;0,5;-10,28;0,54;3,01;11,37;0,66;-4,74;0,54;11369,33;-38529,67;-1,87;1;-9,42;0,68;5,49;12,84;1;0,31;1;37110,76;-24027,05;1,54;0,5;0,86;0,14;2,48;1,47;0,33;5,05;0,45
QnrB13_EU273756_ref_qnr;Ref;6044,22;-8211,25;-2,57;0,75;-3,27;0,31;4,02;2,87;0,02;-0,31;0,02;7533,01;-25954,04;-1,22;1;-3,67;0,56;5,66;11,15;1;0,26;1;1488,79;-17742,79;1,35;0,25;-0,4;0,26;1,64;8,28;0,98;0,57;0,98
QnrB23_FJ981622_ref_qnr;Ref;-11352,9;-12404,98;-3,89;0,44;-7,2;0,25;2,89;4,44;0,24;-2,16;0,22;7507,08;-26229,38;-1,25;1;-3,97;0,59;5,6;11,15;1;0,26;1;18859,98;-13824,41;2,63;0,56;3,23;0,35;2,71;6,71;0,75;2,42;0,78
QnrB26_HQ386846_ref_qnr;Ref;-7301,47;-11561,7;-3,62;0,68;-6,15;0,24;3,83;3,54;0,15;-1,63;0,13;7620,52;-26138,18;-1,28;1;-4,18;0,55;5,59;11,15;1;0,26;1;14921,98;-14576,48;2,35;0,32;1,97;0,31;1,76;7,61;0,85;1,89;0,87
QnrB40_JN166689_ref_qnr;Ref;-3488,04;-9825,38;-3,18;0,96;-8,94;0,23;2,89;3,32;0,1;-1,59;0,08;7546,59;-25850,8;-1,63;1;-4,7;0,54;5,4;11,15;1;0,26;1;11034,64;-16025,42;1,55;0,04;4,24;0,3;2,52;7,83;0,9;1,85;0,91
VIM_1_GU724868_ref_blab1;Ref;-16424,38;-4871,52;-1,3;0,35;-3,77;0,25;2,15;4,69;0,34;-3,1;0,28;7624,55;-29059,44;-1,26;1;-8,31;0,57;5,44;11,65;1;0,27;1;24048,93;-24187,92;0,04;0,65;-4,54;0,31;3,28;6,97;0,66;3,37;0,72
QnrB49_JQ582718_ref_qnr;Ref;6046,28;-8322,64;-2,61;0,88;-3,86;0,38;3,51;2,98;0,03;-0,51;0,03;7505,58;-25992,68;-1,27;1;-3,74;0,57;5,53;11,15;1;0,26;1;1459,3;-17670,04;1,34;0,12;0,12;0,19;2,02;8,17;0,97;0,77;0,97
VIM_13_DQ365886_ref_blab1;Ref;-19744,44;-7036,22;-1,87;0,45;-3,99;0,25;1,73;5,11;0,37;-3,33;0,34;7547,92;-29340,17;-1,3;1;-7,97;0,54;5,11;11,65;1;0,27;1;27292,36;-22303,95;0,57;0,55;-3,98;0,29;3,38;6,54;0,63;3,6;0,65
QnrB20_AB379831_ref_qnr;Ref;6089,24;-8180,33;-2,56;0,44;-2,21;0,21;3,72;2,98;0,03;-0,53;0,03;7515,47;-26024,66;-1,27;1;-4,03;0,56;5,83;11,15;1;0,25;1;1426,23;-17844,32;1,29;0,56;-1,82;0,35;2,11;8,17;0,96;0,78;0,97
AmpC_AF211348_ref_blac;Ref;-10284,59;-8434,51;-1,57;0;-2,79;0,12;0,7;2,02;0,1;-1,8;0,09;11185,05;-47400,53;-1,75;1;-9,16;0,56;5,35;13,78;1;0,32;1;21469,64;-38966,02;-0,18;1;-6,37;0,44;4,64;11,76;0,9;2,12;0,9
QnrB3_DQ303920_ref_qnr;Ref;-3573,67;-10660,89;-3,34;0,75;-5,97;0,38;4,08;3,1;0,07;-2,55;0,24;7575,09;-25979,97;-1,29;1;-4,05;0,58;5,78;11,15;1;0,24;1;11148,76;-15319,08;2,06;0,25;1,92;0,2;1,7;8,06;0,93;2,79;0,75
QnrB5_DQ303919_ref_qnr;Ref;-12700,66;-11781,95;-3,69;0,74;-4,67;0,26;3,4;3,77;0,24;-2,2;0,2;9495,44;-26371,66;-1,38;1;-4,39;0,49;5,5;11,15;1;0,24;1;22196,1;-14589,71;2,32;0,26;0,28;0,23;2,1;7,39;0,75;2,44;0,8
QnrB44_JQ349153_ref_qnr;Ref;-8261,84;-12495,04;-3,92;0,92;-6,64;0,29;3,37;3,99;0,19;-1,67;0,16;7558,61;-26020,07;-1,28;1;-4,15;0,54;5,66;11,15;1;0,24;1;15820,46;-13525,02;2,64;0,08;2,49;0,25;2,29;7,16;0,81;1,91;0,84
QnrB41_JN166690_ref_qnr;Ref;3710,14;-6383,69;-1,99;0,98;-5,31;0,32;3,04;3,43;0,09;-1,58;0,07;7575,09;-25948,42;-1,28;1;-4,33;0,58;5,55;11,15;1;0,24;1;3864,95;-19564,73;0,72;0,02;0,98;0,25;2,51;7,72;0,91;1,82;0,93
BACCER_P06548_1_ref_blaa;Ref;-6868,74;-3154,32;-0,71;0;-1,5;-0,03;0,3;0,18;0,03;-0,65;0,03;7455,62;-33590,43;-1,38;1;-6,91;0,26;4,39;12,09;1;0,26;1;14324,36;-30436,11;-0,67;1;-5,41;0,29;4,1;11,91;0,97;0,91;0,97
YENT_P45460_1_ref_blac;Ref;-10304,99;-7430,61;-1,36;0;-4,36;0,1;0,85;1,66;0,07;-1,6;0,07;9877,73;-48251,14;-1,57;1;-8,52;0,5;5,12;13,78;1;0,31;1;20182,72;-40820,53;-0,22;1;-4,16;0,4;4,28;12,11;0,93;1,91;0,93
QnrB45_JQ349152_ref_qnr;Ref;3780,84;-6957,09;-2,18;0,84;-4,21;0,33;3,39;3,54;0,11;-1,53;0,07;7646,96;-26030,25;-1,31;1;-4,24;0,61;5,89;11,15;1;0,24;1;3866,12;-19073,16;0,87;0,16;-0,03;0,27;2,5;7,61;0,89;1,77;0,93
QnrB24_HM192542_ref_qnr;Ref;3948,92;-7794,19;-2,44;0,85;-3,74;0,21;3,7;3,54;0,12;-1,33;0,09;9413,7;-26207,22;-1,34;1;-4,45;0,54;6,07;11,15;1;0,24;1;5464,78;-18413,04;1,1;0,15;-0,71;0,34;2,37;7,61;0,88;1,57;0,91
QnrB53_HQ704413_ref_qnr;Ref;5966,14;-8795,34;-2,76;0,81;-2,78;0,26;3,68;2,87;0,03;-0,5;0,03;7493,63;-25865,2;-1,21;1;-3,63;0,57;5,72;11,15;1;0,24;1;1527,49;-17069,85;1,54;0,19;-0,85;0,31;2,04;8,28;0,97;0,74;0,97
CMUR_AAM11664_1_ref_blac;Ref;-7482,29;-9125,54;-1,7;0;-3,27;0,16;1,1;2,02;0,09;-1,86;0,08;12815,43;-47961,9;-1,71;1;-8,38;0,56;5,3;13,78;1;0,3;1;20297,72;-38836,37;-0,01;1;-5,11;0,4;4,21;11,76;0,91;2,16;0,92
QnrB32_JN173054_ref_qnr;Ref;-7758,4;-11821,04;-3,7;0,6;-6,78;0,37;4,23;3,77;0,17;-1,85;0,14;7519,67;-25967,17;-1,25;1;-4,05;0,59;5,9;11,15;1;0,24;1;15278,07;-14146,13;2,46;0,4;2,73;0,22;1,68;7,39;0,83;2,09;0,86
QnrB31_HQ418999_ref_qnr;Ref;-6797,77;-11865,98;-3,72;0,89;-5,11;0,35;3,97;5,22;0,36;-2,87;0,31;7430,56;-26091,35;-1,2;1;-3,86;0,51;5,72;11,15;1;0,23;1;14228,34;-14225,37;2,52;0,11;1,25;0,16;1,75;5,93;0,64;3,1;0,69
QnrB14_EU273757_ref_qnr;Ref;-7563,76;-11954,8;-3,75;0,85;-6,6;0,36;4,04;4,33;0,23;-2,41;0,19;7468,08;-25854,58;-1,26;1;-3,8;0,55;5,69;11,15;1;0,23;1;15031,83;-13899,79;2,49;0,15;2,8;0,19;1,65;6,83;0,77;2,64;0,8
QnrB1_DQ351241_ref_qnr;Ref;-7849,6;-12241,9;-3,84;0,95;-6,99;0,34;4,29;3,99;0,21;-1,93;0,17;7688,93;-25869,85;-1,25;1;-4,24;0,59;5,81;11,15;1;0,23;1;15538,53;-13627,96;2,59;0,05;2,75;0,24;1,52;7,16;0,79;2,16;0,83
QnrB29_HM439649_ref_qnr;Ref;6101,73;-6964,26;-2,18;0,9;-3,95;0,24;2,63;3,43;0,1;-1,26;0,08;9482,88;-26234,9;-1,33;1;-4,2;0,53;5,36;11,15;1;0,23;1;3381,16;-19270,64;0,85;0,1;-0,25;0,28;2,72;7,72;0,9;1,49;0,92
CYOU_WP_006686288_1_ref_blac;Ref;-8062,87;-8372,99;-1,56;0;-2,63;0,14;0,89;1,97;0,09;-1,48;0,09;12891,51;-47832,26;-1,69;1;-8,26;0,54;5,23;13,78;1;0,3;1;20954,38;-39459,27;-0,14;1;-5,63;0,4;4,35;11,81;0,91;1,78;0,91
QnrB30_HM439650_ref_qnr;Ref;-8980,45;-14091,11;-4,42;0,83;-7,53;0,31;5;3,54;0,16;-1,41;0,13;7673,88;-25920,25;-1,29;1;-3,98;0,51;5,92;11,15;1;0,23;1;16654,33;-11829,13;3,13;0,17;3,55;0,2;0,92;7,61;0,84;1,64;0,87
QnrB43_JQ349151_ref_qnr;Ref;-2671,16;-9430,85;-2,96;0,91;-5,52;0,32;3,97;3,32;0,08;-1,2;0,06;7596,1;-25945,46;-1,22;1;-3,89;0,55;5,83;11,15;1;0,23;1;10267,26;-16514,6;1,73;0,09;1,63;0,23;1,87;7,83;0,92;1,43;0,94
QnrB47_JQ349155_ref_qnr;Ref;5467,74;-8746,51;-2,74;0,98;-5,93;0,34;3,76;3,65;0,1;-2,03;0,2;9459,95;-26499,73;-1,43;1;-4,25;0,53;5,76;11,15;1;0,23;1;3992,21;-17753,22;1,31;0,02;1,68;0,19;2,01;7,5;0,9;2,26;0,79
PER_1_EF535600_ref_blaa;Ref;-17759,58;-6636,37;-1,53;0;-2,96;0,3;2,27;2,53;0,18;-2,27;0,17;7692,88;-36692,31;-1,31;1;-7,7;0,58;6,08;12,49;1;0,26;1;25452,46;-30055,94;0,22;1;-4,74;0,28;3,81;9,96;0,82;2,53;0,83
QnrB10_DQ631414_ref_qnr;Ref;-12203,16;-13006,45;-4,08;0,94;-6,33;0,33;4,04;7,72;0,58;-3,8;0,48;9491,42;-26296,53;-1,31;1;-4,46;0,53;5,64;11,15;1;0,22;1;21694,58;-13290,08;2,76;0,06;1,87;0,2;1,6;3,43;0,42;4,02;0,52
CfiA1_AB087225_ref_blab1;Ref;-7054,45;-4335,57;-1,23;0,05;-3,27;0,24;0,78;2,51;0,24;-2,53;0,22;6891,67;-30102,38;-1,82;1;-7,56;0,59;5,25;11,55;1;0,23;1;13946,12;-25766,81;-0,59;0,95;-4,29;0,36;4,46;9,04;0,76;2,76;0,78
QnrB15_EU302865_ref_qnr;Ref;-8402,71;-13291,33;-4,17;0,89;-6,24;0,36;4,1;6,23;0,36;-1,93;0,18;7436,46;-26037,77;-1,27;1;-4,09;0,56;5,88;11,15;1;0,22;1;15839,17;-12746,45;2,9;0,11;2,15;0,21;1,78;4,92;0,64;2,15;0,82
SHV_1_AF148850_ref_blaa;Ref;-9786,24;-5787,89;-1,43;0,07;-2,81;0,2;1,35;0,84;0,07;-1,23;0,06;7563,04;-34442,71;-1,64;1;-7,02;0,54;5,26;12,24;1;0,23;1;17349,28;-28654,81;-0,21;0,93;-4,21;0,34;3,91;11,4;0,93;1,46;0,94
LAP_1_ABK58097_1_ref_blaa;Ref;-11927,77;-3924,4;-0,98;0;-1,3;0,06;0,77;0,56;0,05;-0,8;0,05;6723,88;-32742,8;-1,81;1;-7,19;0,46;5,2;12,24;1;0,21;1;18651,65;-28818,4;-0,83;1;-5,89;0,39;4,42;11,68;0,95;1,01;0,95
FEZ_1_CAB96921_1_ref_blab3;Ref;-14384,49;-7948,27;-2;0,01;-4,72;0,31;1,89;3,74;0,24;-2,33;0,23;8480,94;-34494,33;-1,77;1;-7,11;0,63;5,74;12,22;1;0,17;1;22865,43;-26546,06;0,23;0,99;-2,39;0,32;3,85;8,48;0,76;2,5;0,77
LCR_1_Q00983_1_ref_blad;Ref;-1928,76;-1117,95;-0,3;0;-0,85;0,01;0,09;0,12;0,03;-0,7;0,02;8068,19;-32163,81;-1,51;1;-7,25;0,54;4,55;11,89;1;0,31;1;9996,95;-31045,86;-1,21;1;-6,4;0,54;4,46;11,77;0,96;1,01;0,97
OXA_1_JQ682867_ref_blad;Ref;-1831,43;-2604,65;-0,67;0;-0,71;0,07;0,4;0,72;0,06;-0,68;0,03;9806,09;-33679,33;-1,66;1;-6,85;0,51;4,64;12;1;0,24;1;11637,51;-31074,68;-0,99;1;-6,14;0,44;4,24;11,28;0,94;0,92;0,97
OXA_100_AM231720_ref_blad;Ref;-4290,04;-2046,35;-0,53;0;-0,94;0,12;0,35;0,49;0,05;-1,05;0,05;6140,51;-31729,49;-1,45;1;-7,8;0,53;4,37;11,89;1;0,2;1;10430,56;-29683,14;-0,92;1;-6,86;0,41;4,02;11,4;0,95;1,25;0,95
OXA_118_AF371964_ref_blad;Ref;-777,11;-1163,5;-0,31;0;-0,78;0,07;0,18;0,33;0,06;-0,71;0,05;9311,18;-33161,97;-1,44;1;-6,49;0,55;4,63;11,79;1;0,4;1;10088,29;-31998,47;-1,13;1;-5,71;0,48;4,45;11,46;0,94;1,11;0,95
OXA_139_AM991978_ref_blad;Ref;-1974,59;-2364,46;-0,61;0;-1,54;0,1;0,72;0,3;0,05;-0,92;0,04;8335,77;-32436,92;-1,52;1;-7,64;0,53;4,95;11,89;1;0,19;1;10310,36;-30072,46;-0,91;1;-6,1;0,43;4,22;11,58;0,95;1,11;0,96
OXA_141_EF552405_ref_blad;Ref;-472,23;-1457,82;-0,38;0;-0,86;-0,01;-0,13;0,51;0,05;-0,6;0,04;9768,06;-33412,35;-1,33;1;-6,69;0,51;4,39;11,79;1;0,33;1;10240,29;-31954,53;-0,96;1;-5,83;0,52;4,52;11,28;0,94;0,93;0,96
OXA_143_GQ861437_ref_blad;Ref;-2296,95;-2498,43;-0,64;0;-1,27;0,07;0,68;0,49;0,06;-1,42;0,05;7601,74;-31676,17;-1,39;1;-7,81;0,49;4,81;11,89;1;0,21;1;9898,69;-29177,74;-0,75;1;-6,54;0,42;4,13;11,4;0,94;1,63;0,94
OXA_146_FJ194460_ref_blad;Ref;-1023,77;-2074,72;-0,54;0;-1,37;0,04;0,65;0,14;0,03;-0,62;0,02;9254,88;-33346,54;-1,55;1;-8,27;0,47;4,7;11,85;1;0,3;1;10278,65;-31271,82;-1,02;1;-6,9;0,43;4,06;11,7;0,96;0,92;0,98
OXA_164_GU831575_ref_blad;Ref;-2947,49;-1596,69;-0,4;0;-0,94;-0,03;0,06;0,18;0,03;-0,66;0,03;6547,19;-32854,48;-1,11;1;-7,88;0,49;4,41;11,89;1;0,27;1;9494,67;-31257,79;-0,71;1;-6,94;0,52;4,35;11,7;0,97;0,93;0,97
OXA_18_EU503121_ref_blad;Ref;-4796,3;-3912,58;-1,01;0;-2,54;0,15;1,32;0,47;0,06;-1,12;0,05;7297,73;-32593,46;-1,84;1;-7,35;0,51;4,94;11,81;1;0,34;1;12094,03;-28680,88;-0,83;1;-4,81;0,36;3,62;11,34;0,94;1,46;0,95
OXA_182_HM640278_ref_blad;Ref;-4408,42;-1767,82;-0,46;0;-0,65;-0,05;0,01;0,24;0,04;-0,93;0,04;7723,61;-31904,03;-1,31;1;-7,69;0,44;4,65;11,89;1;0,21;1;12132,03;-30136,21;-0,86;1;-7,04;0,49;4,64;11,64;0,96;1,14;0,96
OXA_21_DQ522237_ref_blad;Ref;-1306,16;-1338,03;-0,34;0;-0,44;-0,03;-0,41;0,57;0,06;-0,62;0,04;9407,22;-33470,79;-1,31;1;-6,42;0,46;4,08;11,79;1;0,32;1;10713,38;-32132,76;-0,97;1;-5,98;0,49;4,5;11,22;0,94;0,94;0,96
OXA_211_JN861779_ref_blad;Ref;-4663,49;-1451,55;-0,38;0;-1,41;0,07;-0,28;0,55;0,06;-1,32;0,05;6145,54;-32730,31;-1,51;1;-8,87;0,57;4,5;11,89;1;0,24;1;10809,04;-31278,76;-1,13;1;-7,46;0,5;4,77;11,34;0,94;1,56;0,94
OXA_213_JN861781_ref_blad;Ref;-3724,11;-2370,74;-0,62;0;-1,74;0,06;0,3;0,49;0,04;-1,02;0,04;6243,43;-31735,89;-1,39;1;-8,43;0,51;4,56;11,89;1;0,23;1;9967,55;-29365,15;-0,78;1;-6,69;0,45;4,27;11,4;0,96;1,25;0,96
OXA_215_JN861782_ref_blad;Ref;-4872,22;-1035,32;-0,27;0;-0,93;0,03;0,16;0,37;0,05;-0,92;0,04;6081,47;-33211,7;-1,39;1;-8,07;0,49;4,35;11,89;1;0,25;1;10953,7;-32176,38;-1,13;1;-7,14;0,46;4,19;11,52;0,95;1,17;0,96
OXA_228_JQ422053_ref_blad;Ref;-3368,82;-2078,8;-0,53;0;-0,76;0,07;0,6;0,3;0,04;-0,74;0,04;6861,75;-32829,19;-1,23;1;-6,64;0,5;4,22;11,89;1;0,21;1;10230,56;-30750,38;-0,7;1;-5,88;0,43;3,62;11,58;0,96;0,95;0,96
OXA_235_JQ820240_ref_blad;Ref;-3501,4;-2020,64;-0,52;0;-1,12;0,09;0,35;0,24;0,04;-0,66;0,03;6737,09;-33046,09;-1,35;1;-7,08;0,57;4,68;11,89;1;0,27;1;10238,49;-31025,46;-0,83;1;-5,96;0,49;4,34;11,64;0,95;0,93;0,97
OXA_270_APQM00000000_ref_blad;Ref;-4373,22;-2482,3;-0,64;0;-0,81;0,04;0,58;0,49;0,04;-0,84;0,04;6013,37;-31882,06;-1,35;1;-8,14;0,52;4,72;11,89;1;0,2;1;10386,59;-29399,76;-0,7;1;-7,33;0,48;4,13;11,4;0,96;1,04;0,96
OXA_273_APQN00000000_ref_blad;Ref;-3746,85;-2143,83;-0,56;0;-1,75;-0,05;0,26;0,49;0,04;-0,89;0,04;6092,56;-31893,64;-1,44;1;-8,73;0,39;4,35;11,89;1;0,2;1;9839,41;-29749,81;-0,88;1;-6,98;0,44;4,09;11,4;0,96;1,09;0,96
OXA_278_KC771279_ref_blad;Ref;-3458,34;-2490,29;-0,64;0;-1,22;-0,02;0,58;0,38;0,05;-1,01;0,05;6793,65;-33335,09;-1,31;1;-6,95;0,47;4,71;11,89;1;0,3;1;10252;-30844,81;-0,67;1;-5,73;0,49;4,13;11,5;0,95;1,31;0,95
OXA_279_APOM00000000_ref_blad;Ref;-3901,15;-1927,75;-0,49;0;-0,19;0,04;0,01;0,49;0,04;-0,94;0,03;6088,92;-32634,53;-1,27;1;-7,38;0,52;4,5;11,89;1;0,23;1;9990,08;-30706,78;-0,78;1;-7,19;0,48;4,48;11,4;0,96;1,17;0,97
OXA_290_APOK00000000_ref_blad;Ref;-3686,46;-2470,24;-0,66;0;-1,39;-0,02;0,49;0,24;0,03;-0,65;0,02;5977,43;-31794,43;-1,56;1;-8,23;0,49;4,93;11,89;1;0,2;1;9663,9;-29324,19;-0,9;1;-6,84;0,5;4,44;11,64;0,97;0,85;0,98
OXA_304_APSC00000000_ref_blad;Ref;-3325,67;-2552,08;-0,66;0;-2,15;0,05;1,09;0,49;0,04;-0,76;0,04;6052,78;-31600,66;-1,37;1;-8,43;0,48;4,79;11,89;1;0,2;1;9378,45;-29048,58;-0,71;1;-6,28;0,43;3,71;11,4;0,96;0,96;0,96
OXA_357_AGZ83153_1_ref_blad;Ref;-3834,64;-2533,49;-0,66;0;-1,76;0,09;0,29;0,37;0,04;-0,84;0,04;6054,85;-31639,85;-1,48;1;-8,68;0,55;4,82;11,89;1;0,2;1;9889,49;-29106,36;-0,82;1;-6,92;0,46;4,54;11,52;0,96;1,04;0,96
OXA_359_AGZ83155_1_ref_blad;Ref;-3854,54;-2913,11;-0,76;0;-1,72;0,08;1;0,55;0,05;-0,87;0,04;6108,27;-32347,27;-1,43;1;-8,21;0,52;4,81;11,89;1;0,23;1;9962,81;-29434,15;-0,67;1;-6,49;0,44;3,81;11,34;0,95;1,1;0,96
OXA_360_AGZ83156_1_ref_blad;Ref;-3924,06;-2177,13;-0,56;0;-0,47;-0,01;0,28;0,18;0,03;-0,68;0,03;6714,4;-33133,1;-1,26;1;-6,33;0,49;4,41;11,89;1;0,26;1;10638,46;-30955,97;-0,7;1;-5,86;0,5;4,13;11,7;0,97;0,94;0,97
OXA_361_AHA11124_1_ref_blad;Ref;-3698,07;-2197,37;-0,56;0;-0,77;0,11;0,24;0,37;0,05;-0,65;0,03;6803,22;-33201,18;-1,34;1;-6,88;0,57;4,54;11,89;1;0,27;1;10501,29;-31003,81;-0,77;1;-6,11;0,46;4,3;11,52;0,95;0,92;0,96
OXA_362_AHA11125_1_ref_blad;Ref;-3561,91;-2246,49;-0,58;0;-1,3;0;0,5;0,3;0,04;-0,77;0,04;6801,99;-32779,03;-1,32;1;-7,11;0,5;4,58;11,89;1;0,27;1;10363,9;-30532,54;-0,74;1;-5,81;0,49;4,07;11,58;0,95;1,04;0,96
OXA_45_AM849110_ref_blad;Ref;-1498,08;-4482,74;-1,2;0,21;-2,98;0,22;2;0,35;0,04;-0,81;0,04;8171,23;-30155,08;-1,41;1;-7,05;0,53;5,11;11,81;1;0,4;1;9669,31;-25672,34;-0,21;0,79;-4,07;0,31;3,12;11,46;0,96;1,21;0,95
OXA_46_AF317511_ref_blad;Ref;-439,04;-1252,38;-0,33;0;-0,58;0,04;0,26;0,53;0,06;-0,76;0,05;9642,28;-33532,86;-1,46;1;-6,96;0,55;4,81;11,79;1;0,38;1;10081,32;-32280,48;-1,13;1;-6,38;0,51;4,56;11,26;0,94;1,14;0,95
OXA_53_AY289608_ref_blad;Ref;-1535,62;-1821,46;-0,47;0;-0,69;0,04;0,16;0,39;0,06;-0,83;0,05;9289,26;-33723,75;-1,29;1;-6,84;0,47;4,09;11,79;1;0,41;1;10824,89;-31902,29;-0,82;1;-6,15;0,43;3,94;11,4;0,94;1,24;0,94
SPEA_YP_001502492_1.B99990028_ref_blad;Ref;-3120,03;-877,32;-0,22;0;-0,7;0,02;0,02;0,33;0,05;-0,63;0,04;8173,43;-33299,54;-1,07;1;-5,78;0,5;4,21;11,79;1;0,41;1;11293,46;-32422,22;-0,85;1;-5,08;0,48;4,19;11,46;0,94;1,04;0,95
VanA_A_M97297_ref_van;Ref;-20490,31;-11088,54;-2,29;0,08;-5,17;0,41;3,59;6,27;0,35;-3,6;0,3;11688,54;-40490,8;-1,32;1;-9,25;0,63;6,42;13,5;1;0,24;1;32178,85;-29402,26;0,97;0,92;-4,08;0,22;2,83;7,23;0,65;3,84;0,7
VanA_Ao2_HQ679900_ref_van;Ref;-16245,79;-11835,57;-2,41;0,76;-6,96;0,43;3,93;7,05;0,41;-3,51;0,38;11401,65;-39776,86;-1,36;1;-9,16;0,63;6,45;13,41;0,99;0,6;0,99;27647,44;-27941,29;1,05;0,24;-2,2;0,2;2,52;6,35;0,58;4,11;0,62
VanA_B_AF192329_ref_van;Ref;-25276,81;-11058,06;-2,29;0,57;-6,85;0,49;4,32;5,46;0,28;-3,3;0,25;11248,74;-39367,69;-1,39;1;-9,91;0,66;6,48;13,46;1;0,27;1;36525,56;-28309,63;0,9;0,43;-3,06;0,18;2,16;8;0,72;3,57;0,74
VanB_AY655710_ref_van;Ref;-23049,83;-11276,05;-2,34;0,79;-7,61;0,52;4,48;6,05;0,33;-3,64;0,3;11344,82;-39523,53;-1,38;1;-9,88;0,68;6,48;13,46;1;0,26;1;34394,65;-28247,48;0,95;0,21;-2,27;0,16;2;7,41;0,67;3,9;0,7
VanB_AY655711_ref_van;Ref;-21254,06;-10859,43;-2,25;0,77;-6,1;0,49;4,14;3,44;0,19;-2,43;0,18;11261,91;-39378,76;-1,36;1;-9,7;0,66;6,33;13,46;1;0,28;1;32515,97;-28519,32;0,89;0,23;-3,6;0,17;2,19;10,01;0,8;2,71;0,81
VanC_AF162694_ref_van;Ref;-5435,49;-6457,04;-1,33;0;-2,82;0,25;1,46;1,8;0,15;-2,33;0,15;12621,12;-42985,21;-1,29;1;-9,12;0,62;5,8;13,3;0,98;0,57;0,98;18056,6;-36528,17;0,04;1;-6,3;0,37;4,34;11,49;0,83;2,9;0,83
VanC2_3_EU151755_ref_van;Ref;-6663,35;-9657,68;-1,95;0;-4,18;0,22;2,6;4,24;0,24;-2,44;0,27;15659,25;-41887,62;-0,99;1;-8,7;0,58;5,8;13,25;0,96;1,28;0,97;22322,61;-32229,94;0,96;1;-4,52;0,36;3,19;9,01;0,72;3,72;0,7
VanC2_L29638_ref_van;Ref;-7665,97;-8103,36;-1,64;0;-3,33;0,28;2,18;2,75;0,18;-2;0,23;15746,22;-41816,02;-0,97;1;-8,6;0,58;5,8;13,2;0,96;1,31;0,97;23412,19;-33712,66;0,67;1;-5,27;0,3;3,62;10,46;0,79;3,31;0,74
VanC3_AY033764_ref_van;Ref;-6494,82;-8101,71;-1,64;0;-3,96;0,31;2,08;2,88;0,17;-1,94;0,21;15664,89;-41785,63;-0,98;1;-8,73;0,61;5,84;13,15;0,96;1,29;0,97;22159,71;-33683,93;0,66;1;-4,77;0,3;3,76;10,27;0,79;3,23;0,75
